"p_id","program","comments","date_added","url","status","term","us_or_international","gpa","gre","gre_v","gre_aw","degree"
2088,"University of California (UCLA), Economics","IGNORE STATUS: I still haven’t heard anything from them, anyone else in the same boat?/ has anyone reached out to them?","2025-04-07","https://www.thegradcafe.com/result/983969","Wait listed on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2089,"University of California (UCLA), Computer Science","MEng program","2025-04-07","https://www.thegradcafe.com/result/983968","Rejected on 5 Apr","Fall 2025","American","3.8",NULL,NULL,NULL,"Masters"
2090,"Columbia University, Slavic Languages And Literatures","Got accepted today!! First acceptance after 3 rejections for PhD programs. Didn’t require GRE scores and my GPA is mid but four years of research experience and good essays and rec letters did it for me!","2025-04-07","https://www.thegradcafe.com/result/983967","Accepted on 7 Apr","Fall 2025","American","3.6",NULL,NULL,NULL,"Masters"
2091,"The University of Texas at Austin, Electrical And Computer Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/983966","Rejected on 7 Apr","Fall 2025","American","3.95","326","161","5","Masters"
2092,"University of Pittsburgh, Computer Science","NA","2025-04-07","https://www.thegradcafe.com/result/983965","Rejected on 7 Apr","Fall 2025","International","3.2",NULL,NULL,NULL,"PhD"
2093,"CUNY Graduate Center, Philosophy","Checked portal","2025-04-07","https://www.thegradcafe.com/result/983964","Rejected on 7 Apr","Fall 2025","American","3.95",NULL,NULL,NULL,"PhD"
2094,"Georgia State University, Economics","Anyone who got accepted is going to decline? This is my last chance to get into PhD, please decline if you have dominating offers","2025-04-07","https://www.thegradcafe.com/result/983963","Wait listed on 20 Feb","Fall 2025","International","3.23","165","155","3.5","PhD"
2095,"University of Nevada, Las Vegas, Astronomy","Emailed to check portal","2025-04-07","https://www.thegradcafe.com/result/983962","Rejected on 7 Apr","Fall 2025","American","3.56",NULL,NULL,NULL,"PhD"
2096,"University of Toronto, Institute of medical science","NA","2025-04-07","https://www.thegradcafe.com/result/983961","Accepted on 7 Apr","Fall 2025","International","3.9",NULL,NULL,NULL,"Masters"
2097,"Johns Hopkins University, Computer Science","email to check portal","2025-04-07","https://www.thegradcafe.com/result/983960","Rejected on 7 Apr","Fall 2025","International","3.67",NULL,NULL,NULL,"Masters"
2098,"Ohio State University, Physics","NA","2025-04-07","https://www.thegradcafe.com/result/983959","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2099,"Purdue University, Industrial Organizational Psychology","NA","2025-04-07","https://www.thegradcafe.com/result/983958","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2100,"Texas A&M University, English","Accepted off the waitlist. GPA is Masters.
3a/1w/7r/1p","2025-04-07","https://www.thegradcafe.com/result/983957","Accepted on 7 Apr","Fall 2025","International","4",NULL,NULL,NULL,"PhD"
2101,"University of Michigan - Ann Arbor, Nuclear Engineering and Radiological Sciences","NA","2025-04-07","https://www.thegradcafe.com/result/983956","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2102,"Florida State University, Philosophy","0.0","2025-04-07","https://www.thegradcafe.com/result/983955","Wait listed on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2103,"Ohio State University, Physics","NA","2025-04-07","https://www.thegradcafe.com/result/983954","Rejected on 7 Apr","Fall 2025","American","3.64",NULL,NULL,NULL,"PhD"
2104,"John Hopkins University, Computer Science","NA","2025-04-07","https://www.thegradcafe.com/result/983953","Rejected on 7 Apr","Fall 2025","International","3.56","313",NULL,NULL,"Masters"
2105,"John Hopkins University, Data Science","NA","2025-04-07","https://www.thegradcafe.com/result/983952","Rejected on 7 Apr","Fall 2025","International","3.56","313",NULL,NULL,"Masters"
2106,"Johns Hopkins University, Computer Science","Received at 10:02 AM","2025-04-07","https://www.thegradcafe.com/result/983951","Rejected on 7 Apr","Fall 2025","American","3.95",NULL,NULL,NULL,"Masters"
2107,"McGill University, Clinical Psychology","Canadian applicant. Hold a master's in Psychology related field. Disappointing, but no interview so this was expected. Congratulations to those who were accepted!","2025-04-07","https://www.thegradcafe.com/result/983950","Rejected on 4 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2108,"Florida Atlantic University, Integrative Biology","NA","2025-04-07","https://www.thegradcafe.com/result/983949","Accepted on 15 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2109,"University of Iowa, Chemistry","NA","2025-04-07","https://www.thegradcafe.com/result/983948","Rejected on 7 Apr","Fall 2025","International","3.32",NULL,NULL,NULL,"PhD"
2110,"Yale University, Computer Science","Had 2 papers, Had an internship, had 8 months of professional research experience. Idk chat I might be cooked.","2025-04-07","https://www.thegradcafe.com/result/983947","Rejected on 7 Mar","Fall 2025","International","8.02",NULL,NULL,NULL,"Masters"
2111,"University of Arkansas - Fayetteville, Civil Engineering","Totally frustrating! I have more than two years of teaching experience. consultancy experience and have 2 Journals","2025-04-07","https://www.thegradcafe.com/result/983946","Rejected on 1 Apr","Fall 2025","International","3.94",NULL,NULL,NULL,"Masters"
2112,"University of Washington, Data Science","6 years working experience, 2 of them as data analyst.","2025-04-07","https://www.thegradcafe.com/result/983945","Accepted on 14 Mar","Fall 2025","International","3.63",NULL,NULL,NULL,"Masters"
2113,"ETH Zurich, COMPARATIVE AND INTERNATIONAL STUDIES","NA","2025-04-07","https://www.thegradcafe.com/result/983944","Accepted on 14 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
2114,"Northern Illinois University, Computer Science","Accepted with Research Assistantship (decent amount of funding with some surplus)","2025-04-07","https://www.thegradcafe.com/result/983943","Accepted on 19 Feb","Fall 2025","International","3.45","311",NULL,NULL,"PhD"
2115,"University of California (UCLA), Philosophy","Why do not you send your decisions? I just want to refund my ＄155 ! How dare you charge so high!","2025-04-07","https://www.thegradcafe.com/result/983942","Interview on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2116,"The University of Texas at Austin, Electrical And Computer Engineering","ACSES track, top 10 uni in my country, 2.5 yrs+ work exp at Qualcomm","2025-04-07","https://www.thegradcafe.com/result/983941","Rejected on 7 Apr","Fall 2025","International","3.96",NULL,NULL,NULL,"Masters"
2117,"Texas A&M University, Industrial Engineering","received unofficial admission letter","2025-04-07","https://www.thegradcafe.com/result/983940","Accepted on 4 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
2118,"The University of Texas at Austin, Electrical And Computer Engineering","got an email to check portal","2025-04-07","https://www.thegradcafe.com/result/983939","Rejected on 7 Apr","Fall 2025","American","3.9",NULL,NULL,NULL,"Masters"
2119,"Northwestern University, Biotechnology","NA","2025-04-07","https://www.thegradcafe.com/result/983938","Accepted on 28 Jan","Fall 2025","International","3.94","321",NULL,NULL,"Masters"
2120,"UCSD, Bioengineering","I have the option to transfer to the PhD after a year (assuming I have a good gpa and lab).","2025-04-06","https://www.thegradcafe.com/result/983937","Accepted on 5 Apr","Fall 2025","American","3.72",NULL,NULL,NULL,"Masters"
2121,"University of British Columbia, Art History","NA","2025-04-06","https://www.thegradcafe.com/result/983936","Wait listed on 5 Apr","Fall 2025","American","3.5",NULL,NULL,NULL,"Masters"
2122,"Georgia Institute of Technology, Neuroscience and Neurotechnology","2 years research experience, multiple poster presentations, one first author paper pending acceptance to a journal","2025-04-06","https://www.thegradcafe.com/result/983935","Accepted on 4 Apr","Fall 2025","American","3.9",NULL,NULL,NULL,"PhD"
2123,"University of California (UCLA), Philosophy","Anyone heard acceptance / waitlist from ucla?","2025-04-06","https://www.thegradcafe.com/result/983934","Interview on 6 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2124,"University of Houston, English","2a/1w/9r/3p","2025-04-06","https://www.thegradcafe.com/result/983933","Rejected on 6 Apr","Fall 2025","American","3.88",NULL,NULL,NULL,"PhD"
2125,"New Mexico Institute of Mining and Technology, Petroleum Engineering","Had an interview on 11th March. Email was sent on April 2, but the email went to spam.","2025-04-06","https://www.thegradcafe.com/result/983932","Rejected on 4 Feb","Fall 2025","International",NULL,"55","55","3.5","Masters"
2126,"University of Connecticut (UConn Health), Biomedical Science (Systems Biology)","NA","2025-04-06","https://www.thegradcafe.com/result/983931","Accepted on 28 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2127,"Texas A&M University, Philosophy","STILL haven't heard back about my application!","2025-04-06","https://www.thegradcafe.com/result/983930","Interview on 6 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2128,"The University of Texas at Austin, Electrical And Computer Engineering","ACSES Track. Three internships (NASA + National Labs). 1 Year of Research, no publications.","2025-04-06","https://www.thegradcafe.com/result/983929","Rejected on 6 Apr","Fall 2025","American","3.6",NULL,NULL,NULL,"Masters"
2129,"University of Nebraska, Mathematics","NA","2025-04-06","https://www.thegradcafe.com/result/983928","Rejected on 6 Apr","Fall 2025","American","3.94",NULL,NULL,NULL,"PhD"
2130,"Wesleyan University, Earth and Environmental Sciences","I have 3 years of experience as a undergrad TA, 2 years as a undergrad research assistant, and have presented my research at LPSC and local reserach conferences. 

I emailed the professor that I had made connections with and wanted to work with and she said that my application was still active so it wasn't a hard no? But the response did not say if I was waitlisted... so I'm a little confused.","2025-04-06","https://www.thegradcafe.com/result/983927","Rejected on 7 Mar","Fall 2025","American","3.36",NULL,NULL,NULL,"Masters"
2131,"University of California (UCLA), Astronomy","NA","2025-04-06","https://www.thegradcafe.com/result/983926","Rejected on 5 Apr","Fall 2025","American","3.8",NULL,NULL,NULL,"PhD"
2132,"Columbia University, Earth and Environmental Science","NA","2025-04-06","https://www.thegradcafe.com/result/983925","Accepted on 4 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2133,"University of California Berkeley, Environmental Science, Policy, & Management (ESPM)","Waitlisted since mid Feb, #1 on the waitlist for a spot in this lab according to PI (Tsutsui lab). Update from PI Mar 31st that the candidate ahead of me is still waiting on details from other offers. If you see this and you have an offer that is a better fit, please decline Berkeley and save a fellow entomologist; this is truly my dream program and additionally getting off this waitlist is my only possible acceptance this cycle. #antsaremylife lol :’ )","2025-04-06","https://www.thegradcafe.com/result/983924","Wait listed on 31 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
2134,"University of Illinois Chicago(UIC), Physics","Pending the grad admissions office. This was direct from the physics department.","2025-04-06","https://www.thegradcafe.com/result/983923","Accepted on 6 Apr","Fall 2025","American","3.47",NULL,NULL,NULL,"PhD"
2135,"York University, Media and Cultural Studies","I have been in communication with the Graduate Director, who informed me that while my application was not selected in the most recent round of offers, I have been placed relatively high on the waiting list. This institution is truly my dream school, and I kindly request that you consider prioritizing my candidacy should any openings arise, over any other offers you may receive.","2025-04-06","https://www.thegradcafe.com/result/983922","Wait listed on 3 Apr","Fall 2025","International","3.82",NULL,NULL,NULL,"PhD"
2136,"Northwestern University, Media Communication","As expected.","2025-04-06","https://www.thegradcafe.com/result/983921","Rejected on 15 Mar","Fall 2025","International","3.4",NULL,NULL,NULL,"PhD"
2137,"Texas Tech University, School Psychology","NA","2025-04-06","https://www.thegradcafe.com/result/983920","Accepted on 1 Apr","Fall 2025","American","3.75",NULL,NULL,NULL,"Masters"
2138,"Northeastern University, Computer Science","NA","2025-04-06","https://www.thegradcafe.com/result/983919","Accepted on 5 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
2139,"University of Florida, Real Estate Finance","I am on the waitlist for UF. Could you please reject if you have a superior offer and save another fellow colleague? I would be thankful for thee rest of my life and feel free to connect!","2025-04-06","https://www.thegradcafe.com/result/983918","Wait listed on 4 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2140,"University of British Columbia, Linguistics","Off the waitlist!","2025-04-06","https://www.thegradcafe.com/result/983917","Accepted on 4 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2141,"University of California (UCLA), Astronomy and Astrophysics","NA","2025-04-06","https://www.thegradcafe.com/result/983916","Rejected on 5 Apr","Fall 2025","International","3.74",NULL,NULL,NULL,"PhD"
2142,"Kent State University, Physics","Ignore the status. Has anyone received any notification regarding their application? I haven’t gotten any updates from the universities' sites. Please drop a comment.","2025-04-06","https://www.thegradcafe.com/result/983915","Wait listed on 6 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
